rt,key_press,correct,coherent_movement_direction,coherent_orientation,task_type,task_transition,congruency,id,run
493,f,TRUE,180,0,mov,switch,incongruent,5,5
651,f,TRUE,180,0,mov,repetition,incongruent,5,5
727,f,TRUE,180,0,mov,repetition,incongruent,5,5
515,j,TRUE,0,0,mov,repetition,congruent,5,5
816,j,TRUE,0,0,or,switch,congruent,5,5
707,j,TRUE,0,180,mov,switch,incongruent,5,5
844,f,TRUE,180,180,mov,repetition,congruent,5,5
652,f,TRUE,180,180,or,switch,congruent,5,5
502,j,TRUE,0,180,mov,switch,incongruent,5,5
851,f,TRUE,180,180,or,switch,congruent,5,5
846,f,TRUE,180,0,mov,switch,incongruent,5,5
849,j,TRUE,180,0,or,switch,incongruent,5,5
533,j,TRUE,0,180,mov,switch,incongruent,5,5
1580,f,TRUE,0,180,or,switch,incongruent,5,5
532,j,TRUE,0,180,mov,switch,incongruent,5,5
1061,f,TRUE,0,180,or,switch,incongruent,5,5
512,j,TRUE,0,0,mov,switch,congruent,5,5
769,f,TRUE,180,0,mov,repetition,incongruent,5,5
626,j,TRUE,0,0,mov,repetition,congruent,5,5
1198,j,TRUE,0,0,or,switch,congruent,5,5
768,j,TRUE,0,0,or,repetition,congruent,5,5
1233,j,FALSE,0,180,or,repetition,incongruent,5,5
1474,f,FALSE,180,0,or,repetition,incongruent,5,5
877,f,TRUE,0,180,or,repetition,incongruent,5,5
736,j,TRUE,180,0,or,repetition,incongruent,5,5
794,f,TRUE,0,180,or,repetition,incongruent,5,5
1142,j,TRUE,0,0,or,repetition,congruent,5,5
1164,j,TRUE,180,0,or,repetition,incongruent,5,5
1170,j,TRUE,180,0,or,repetition,incongruent,5,5
898,j,TRUE,180,0,or,repetition,incongruent,5,5
1002,j,TRUE,0,180,mov,switch,incongruent,5,5
501,f,TRUE,180,0,mov,repetition,incongruent,5,5
762,f,TRUE,180,180,or,switch,congruent,5,5
1876,j,TRUE,0,180,mov,switch,incongruent,5,5
1047,j,TRUE,180,0,or,switch,incongruent,5,5
715,f,TRUE,180,180,mov,switch,congruent,5,5
662,j,TRUE,0,180,mov,repetition,incongruent,5,5
387,f,TRUE,180,180,mov,repetition,congruent,5,5
889,j,FALSE,180,180,or,switch,congruent,5,5
669,f,TRUE,180,180,mov,switch,congruent,5,5
899,f,TRUE,180,180,mov,repetition,congruent,5,5
756,f,TRUE,180,180,or,switch,congruent,5,5
1115,j,TRUE,0,0,or,repetition,congruent,5,5
895,j,TRUE,0,180,mov,switch,incongruent,5,5
1626,j,FALSE,0,180,or,switch,incongruent,5,5
745,f,TRUE,180,0,mov,switch,incongruent,5,5
652,f,TRUE,180,0,mov,repetition,incongruent,5,5
604,j,TRUE,0,0,mov,repetition,congruent,5,5
822,f,TRUE,0,180,or,switch,incongruent,5,5
658,f,TRUE,180,180,or,repetition,congruent,5,5
613,j,TRUE,0,180,mov,switch,incongruent,5,5
456,f,TRUE,180,0,mov,repetition,incongruent,5,5
727,j,TRUE,0,180,mov,repetition,incongruent,5,5
676,f,TRUE,180,0,mov,repetition,incongruent,5,5
1034,j,TRUE,180,0,or,switch,incongruent,5,5
802,f,TRUE,180,180,or,null,congruent,5,6
598,j,TRUE,0,0,mov,switch,congruent,5,6
625,f,TRUE,0,180,or,switch,incongruent,5,6
1008,j,TRUE,180,0,or,repetition,incongruent,5,6
897,j,TRUE,0,0,or,repetition,congruent,5,6
766,j,TRUE,180,0,or,repetition,incongruent,5,6
906,j,TRUE,180,0,or,repetition,incongruent,5,6
764,j,TRUE,0,0,mov,switch,congruent,5,6
1329,f,TRUE,0,180,or,switch,incongruent,5,6
654,j,TRUE,0,0,or,repetition,congruent,5,6
525,f,TRUE,180,0,mov,switch,incongruent,5,6
549,j,TRUE,0,180,mov,repetition,incongruent,5,6
819,f,TRUE,0,180,or,switch,incongruent,5,6
439,f,TRUE,180,180,mov,switch,congruent,5,6
760,j,TRUE,0,0,mov,repetition,congruent,5,6
456,j,TRUE,0,180,mov,repetition,incongruent,5,6
681,f,TRUE,180,180,or,switch,congruent,5,6
737,j,TRUE,0,0,or,repetition,congruent,5,6
503,f,TRUE,180,0,mov,switch,incongruent,5,6
525,j,TRUE,0,0,mov,repetition,congruent,5,6
767,f,TRUE,0,180,or,switch,incongruent,5,6
1388,f,TRUE,180,180,or,repetition,congruent,5,6
608,j,TRUE,0,180,mov,switch,incongruent,5,6
1013,j,TRUE,0,180,mov,repetition,incongruent,5,6
548,f,TRUE,180,0,mov,repetition,incongruent,5,6
791,j,TRUE,0,0,or,switch,congruent,5,6
441,f,TRUE,180,0,mov,switch,incongruent,5,6
680,f,TRUE,180,180,or,switch,congruent,5,6
456,j,TRUE,0,0,mov,switch,congruent,5,6
866,j,TRUE,180,0,or,switch,incongruent,5,6
565,j,TRUE,180,0,or,repetition,incongruent,5,6
632,f,TRUE,0,180,or,repetition,incongruent,5,6
833,j,TRUE,180,0,or,repetition,incongruent,5,6
787,f,TRUE,180,180,or,repetition,congruent,5,6
545,f,TRUE,180,0,mov,switch,incongruent,5,6
619,j,TRUE,0,0,mov,repetition,congruent,5,6
502,f,TRUE,180,180,mov,repetition,congruent,5,6
507,f,TRUE,180,0,mov,repetition,incongruent,5,6
614,f,TRUE,180,180,or,switch,congruent,5,6
660,f,TRUE,180,0,mov,switch,incongruent,5,6
481,f,TRUE,180,180,mov,repetition,congruent,5,6
550,f,TRUE,180,0,mov,repetition,incongruent,5,6
831,f,TRUE,0,180,or,switch,incongruent,5,6
600,j,TRUE,0,0,or,repetition,congruent,5,6
893,f,FALSE,180,0,or,repetition,incongruent,5,6
742,f,FALSE,180,0,or,repetition,incongruent,5,6
822,j,FALSE,0,180,or,repetition,incongruent,5,6
955,f,FALSE,0,0,or,repetition,congruent,5,6
1077,j,TRUE,0,0,or,repetition,congruent,5,6
595,j,TRUE,0,180,mov,switch,incongruent,5,6
706,j,TRUE,0,0,or,switch,congruent,5,6
482,j,TRUE,0,0,mov,switch,congruent,5,6
717,f,FALSE,180,0,or,switch,incongruent,5,6
402,f,TRUE,180,180,mov,switch,congruent,5,6
737,j,TRUE,0,0,mov,repetition,congruent,5,6
499,f,TRUE,180,0,mov,repetition,incongruent,5,6
464,f,TRUE,180,180,mov,repetition,congruent,5,6
796,f,TRUE,180,180,or,switch,congruent,5,6
525,j,TRUE,0,180,mov,switch,incongruent,5,6
795,f,TRUE,0,180,or,switch,incongruent,5,6
586,f,TRUE,180,180,mov,switch,congruent,5,6
1016,j,TRUE,180,0,or,switch,incongruent,5,6
936,j,TRUE,180,0,or,repetition,incongruent,5,6
596,j,TRUE,0,0,mov,switch,congruent,5,6
425,f,FALSE,0,180,mov,repetition,incongruent,5,6
492,f,TRUE,180,180,mov,repetition,congruent,5,6
987,f,TRUE,180,0,mov,repetition,incongruent,5,6
947,j,TRUE,0,0,or,switch,congruent,5,6
1036,f,TRUE,180,180,or,repetition,congruent,5,6
578,j,TRUE,0,180,mov,switch,incongruent,5,6
640,j,TRUE,0,0,mov,repetition,congruent,5,6
807,f,TRUE,0,180,or,switch,incongruent,5,6
595,j,TRUE,0,0,mov,switch,congruent,5,6
644,f,TRUE,180,180,mov,repetition,congruent,5,6
603,j,TRUE,0,180,mov,repetition,incongruent,5,6
834,j,TRUE,180,0,or,switch,incongruent,5,6
644,f,TRUE,180,180,or,repetition,congruent,5,6
534,j,TRUE,0,0,mov,switch,congruent,5,6
610,j,TRUE,0,180,mov,repetition,incongruent,5,6
800,j,TRUE,0,0,or,switch,congruent,5,6
792,f,TRUE,180,0,mov,switch,incongruent,5,6
980,f,TRUE,0,180,or,switch,incongruent,5,6
567,f,TRUE,180,180,mov,switch,congruent,5,6
911,f,TRUE,180,0,mov,repetition,incongruent,5,6
880,j,FALSE,0,180,or,switch,incongruent,5,6
878,j,TRUE,0,0,or,repetition,congruent,5,6
620,f,TRUE,180,180,mov,switch,congruent,5,6
931,f,FALSE,0,0,or,switch,congruent,5,6
734,f,TRUE,180,180,or,repetition,congruent,5,6
964,j,FALSE,0,180,or,repetition,incongruent,5,6
670,f,TRUE,180,180,or,repetition,congruent,5,6
763,j,TRUE,0,180,mov,switch,incongruent,5,6
446,f,TRUE,180,180,mov,repetition,congruent,5,6
1311,f,TRUE,180,180,or,switch,congruent,5,6
499,j,TRUE,0,180,mov,switch,incongruent,5,6
745,f,TRUE,180,180,mov,repetition,congruent,5,6
714,f,TRUE,180,180,or,null,congruent,5,7
809,f,TRUE,180,180,or,repetition,congruent,5,7
784,j,TRUE,0,0,or,repetition,congruent,5,7
452,f,TRUE,180,0,mov,switch,incongruent,5,7
1016,j,TRUE,0,180,mov,repetition,incongruent,5,7
710,f,TRUE,0,180,or,switch,incongruent,5,7
657,j,TRUE,180,0,or,repetition,incongruent,5,7
954,j,TRUE,0,0,or,repetition,congruent,5,7
513,f,TRUE,180,180,mov,switch,congruent,5,7
1031,f,TRUE,0,180,or,switch,incongruent,5,7
880,f,TRUE,180,180,mov,switch,congruent,5,7
808,j,TRUE,180,0,or,switch,incongruent,5,7
466,f,TRUE,180,0,mov,switch,incongruent,5,7
806,j,FALSE,0,180,or,switch,incongruent,5,7
749,f,TRUE,180,180,or,repetition,congruent,5,7
969,j,TRUE,0,0,or,repetition,congruent,5,7
581,j,TRUE,0,180,mov,switch,incongruent,5,7
661,f,TRUE,180,180,mov,repetition,congruent,5,7
496,f,TRUE,180,180,mov,repetition,congruent,5,7
588,j,TRUE,0,180,mov,repetition,incongruent,5,7
679,f,TRUE,0,180,or,switch,incongruent,5,7
939,j,TRUE,0,0,or,repetition,congruent,5,7
568,f,TRUE,180,180,or,repetition,congruent,5,7
426,f,TRUE,180,0,mov,switch,incongruent,5,7
605,f,TRUE,180,180,or,switch,congruent,5,7
680,j,TRUE,0,0,or,repetition,congruent,5,7
853,j,TRUE,0,180,mov,switch,incongruent,5,7
703,f,TRUE,180,180,or,switch,congruent,5,7
487,j,TRUE,0,0,mov,switch,congruent,5,7
562,f,TRUE,180,180,or,switch,congruent,5,7
476,j,TRUE,0,180,mov,switch,incongruent,5,7
649,f,TRUE,180,180,mov,repetition,congruent,5,7
788,f,TRUE,0,180,or,switch,incongruent,5,7
795,f,TRUE,180,180,mov,switch,congruent,5,7
347,j,FALSE,180,0,mov,repetition,incongruent,5,7
563,j,TRUE,0,180,mov,repetition,incongruent,5,7
900,f,TRUE,0,180,or,switch,incongruent,5,7
710,j,TRUE,180,0,or,repetition,incongruent,5,7
634,j,TRUE,0,0,mov,switch,congruent,5,7
350,f,TRUE,180,180,mov,repetition,congruent,5,7
494,j,TRUE,0,180,mov,repetition,incongruent,5,7
671,j,TRUE,0,180,mov,repetition,incongruent,5,7
608,j,TRUE,0,180,mov,repetition,incongruent,5,7
959,j,TRUE,180,0,or,switch,incongruent,5,7
1075,f,FALSE,0,0,or,repetition,congruent,5,7
719,j,TRUE,0,0,mov,switch,congruent,5,7
720,j,TRUE,0,0,mov,repetition,congruent,5,7
585,f,TRUE,180,180,or,switch,congruent,5,7
717,j,TRUE,0,0,or,repetition,congruent,5,7
879,j,TRUE,180,0,or,repetition,incongruent,5,7
766,f,TRUE,0,180,or,repetition,incongruent,5,7
829,j,FALSE,0,180,or,repetition,incongruent,5,7
716,j,TRUE,0,180,mov,switch,incongruent,5,7
943,f,TRUE,0,180,or,switch,incongruent,5,7
745,j,TRUE,0,0,mov,switch,congruent,5,7
930,j,TRUE,180,0,or,switch,incongruent,5,7
789,j,TRUE,0,180,mov,switch,incongruent,5,7
853,f,TRUE,180,0,mov,repetition,incongruent,5,7
585,j,TRUE,0,0,mov,repetition,congruent,5,7
602,j,TRUE,0,0,mov,repetition,congruent,5,7
945,j,TRUE,0,0,or,switch,congruent,5,7
760,f,TRUE,180,180,mov,switch,congruent,5,7
919,j,FALSE,180,0,mov,repetition,incongruent,5,7
875,f,TRUE,180,180,or,switch,congruent,5,7
1084,j,TRUE,180,0,or,repetition,incongruent,5,7
971,j,TRUE,180,0,or,repetition,incongruent,5,7
561,f,TRUE,180,180,mov,switch,congruent,5,7
573,j,TRUE,0,0,mov,repetition,congruent,5,7
585,f,TRUE,180,0,mov,repetition,incongruent,5,7
577,j,TRUE,0,0,mov,repetition,congruent,5,7
902,j,TRUE,0,0,or,switch,congruent,5,7
785,j,TRUE,0,0,mov,switch,congruent,5,7
1147,f,FALSE,180,0,or,switch,incongruent,5,7
839,j,TRUE,0,0,mov,switch,congruent,5,7
886,j,TRUE,180,0,or,switch,incongruent,5,7
675,f,TRUE,0,180,or,repetition,incongruent,5,7
970,j,TRUE,0,0,or,repetition,congruent,5,7
503,f,TRUE,180,0,mov,switch,incongruent,5,7
1499,j,TRUE,0,0,mov,repetition,congruent,5,7
702,f,TRUE,180,0,mov,repetition,incongruent,5,7
842,j,TRUE,0,180,mov,repetition,incongruent,5,7
1023,f,TRUE,180,180,or,switch,congruent,5,7
873,f,TRUE,180,0,mov,switch,incongruent,5,7
1269,f,TRUE,0,180,or,switch,incongruent,5,7
925,f,TRUE,180,0,mov,switch,incongruent,5,7
1195,f,FALSE,0,0,or,switch,congruent,5,7
817,f,TRUE,180,180,mov,switch,congruent,5,7
885,j,TRUE,180,0,or,switch,incongruent,5,7
745,j,TRUE,180,0,or,repetition,incongruent,5,7
1015,f,TRUE,180,180,or,repetition,congruent,5,7
921,j,TRUE,0,0,or,repetition,congruent,5,7
831,f,TRUE,0,180,or,repetition,incongruent,5,7
803,f,TRUE,180,180,or,repetition,congruent,5,7
897,f,TRUE,180,0,mov,switch,incongruent,5,7
581,f,TRUE,180,180,mov,repetition,congruent,5,7
736,f,TRUE,180,180,mov,repetition,congruent,5,7
664,j,TRUE,0,180,mov,null,incongruent,5,8
606,f,TRUE,0,180,or,switch,incongruent,5,8
616,j,TRUE,0,180,mov,switch,incongruent,5,8
797,f,TRUE,180,0,mov,repetition,incongruent,5,8
843,f,TRUE,0,180,or,switch,incongruent,5,8
1134,j,TRUE,180,0,or,repetition,incongruent,5,8
726,j,TRUE,0,0,mov,switch,congruent,5,8
784,j,TRUE,180,0,or,switch,incongruent,5,8
766,j,TRUE,0,0,mov,switch,congruent,5,8
706,j,TRUE,0,180,mov,repetition,incongruent,5,8
658,f,TRUE,180,0,mov,repetition,incongruent,5,8
652,j,TRUE,180,0,or,switch,incongruent,5,8
668,j,TRUE,0,180,mov,switch,incongruent,5,8
475,j,TRUE,0,0,mov,repetition,congruent,5,8
1280,j,TRUE,0,0,or,switch,congruent,5,8
526,f,TRUE,180,180,mov,switch,congruent,5,8
937,j,FALSE,0,180,or,switch,incongruent,5,8
958,f,TRUE,180,180,or,repetition,congruent,5,8
575,j,TRUE,0,0,mov,switch,congruent,5,8
854,f,TRUE,180,0,mov,repetition,incongruent,5,8
1061,f,TRUE,180,180,or,switch,congruent,5,8
803,f,TRUE,0,180,or,repetition,incongruent,5,8
986,f,TRUE,180,180,mov,switch,congruent,5,8
757,f,TRUE,180,180,mov,repetition,congruent,5,8
560,f,TRUE,180,0,mov,repetition,incongruent,5,8
562,j,TRUE,0,180,mov,repetition,incongruent,5,8
631,j,TRUE,180,0,or,switch,incongruent,5,8
670,f,TRUE,180,180,mov,switch,congruent,5,8
659,j,TRUE,180,0,or,switch,incongruent,5,8
658,f,TRUE,180,0,mov,switch,incongruent,5,8
747,f,TRUE,0,180,or,switch,incongruent,5,8
917,f,TRUE,180,180,mov,switch,congruent,5,8
1208,j,FALSE,0,180,or,switch,incongruent,5,8
593,j,TRUE,0,0,mov,switch,congruent,5,8
758,j,TRUE,0,0,mov,repetition,congruent,5,8
505,j,TRUE,0,0,mov,repetition,congruent,5,8
718,f,TRUE,180,180,mov,repetition,congruent,5,8
394,j,TRUE,0,180,mov,repetition,incongruent,5,8
750,j,TRUE,180,0,or,switch,incongruent,5,8
685,f,TRUE,180,180,or,repetition,congruent,5,8
660,f,TRUE,180,180,or,repetition,congruent,5,8
461,j,TRUE,0,180,mov,switch,incongruent,5,8
715,f,TRUE,180,180,or,switch,congruent,5,8
890,j,TRUE,0,0,or,repetition,congruent,5,8
501,j,TRUE,0,0,mov,switch,congruent,5,8
884,f,FALSE,0,0,or,switch,congruent,5,8
787,f,TRUE,180,180,or,repetition,congruent,5,8
721,f,TRUE,180,180,or,repetition,congruent,5,8
584,j,TRUE,0,0,or,repetition,congruent,5,8
541,f,TRUE,180,0,mov,switch,incongruent,5,8
791,j,TRUE,0,0,or,switch,congruent,5,8
591,j,TRUE,0,180,mov,switch,incongruent,5,8
687,j,TRUE,0,0,or,switch,congruent,5,8
600,f,TRUE,0,180,or,repetition,incongruent,5,8
751,j,TRUE,180,0,or,repetition,incongruent,5,8
471,f,TRUE,180,0,mov,switch,incongruent,5,8
1324,f,TRUE,0,180,or,switch,incongruent,5,8
739,j,TRUE,180,0,or,repetition,incongruent,5,8
523,j,TRUE,0,180,mov,switch,incongruent,5,8
1034,f,TRUE,0,180,or,switch,incongruent,5,8
726,f,TRUE,180,180,or,repetition,congruent,5,8
797,j,FALSE,180,180,mov,switch,congruent,5,8
521,j,TRUE,0,0,mov,repetition,congruent,5,8
868,j,TRUE,180,0,or,switch,incongruent,5,8
806,j,TRUE,180,0,or,repetition,incongruent,5,8
429,f,TRUE,180,0,mov,switch,incongruent,5,8
759,j,TRUE,0,0,mov,repetition,congruent,5,8
920,j,TRUE,0,180,mov,repetition,incongruent,5,8
887,j,TRUE,0,0,mov,repetition,congruent,5,8
535,f,TRUE,180,0,mov,repetition,incongruent,5,8
1095,f,TRUE,180,0,mov,repetition,incongruent,5,8
697,j,TRUE,0,0,or,switch,congruent,5,8
726,j,TRUE,0,0,or,repetition,congruent,5,8
983,j,TRUE,180,0,or,repetition,incongruent,5,8
514,j,TRUE,0,0,mov,switch,congruent,5,8
496,f,TRUE,180,180,mov,repetition,congruent,5,8
525,f,TRUE,180,0,mov,repetition,incongruent,5,8
652,f,TRUE,180,180,mov,repetition,congruent,5,8
803,f,TRUE,180,180,mov,repetition,congruent,5,8
647,f,TRUE,180,180,or,switch,congruent,5,8
705,f,TRUE,180,180,mov,switch,congruent,5,8
622,j,TRUE,0,180,mov,repetition,incongruent,5,8
1112,j,FALSE,180,180,or,switch,congruent,5,8
475,f,TRUE,180,180,mov,switch,congruent,5,8
845,f,FALSE,0,0,or,switch,congruent,5,8
808,j,TRUE,0,0,or,repetition,congruent,5,8
932,f,TRUE,180,180,or,repetition,congruent,5,8
1168,f,TRUE,0,180,or,repetition,incongruent,5,8
676,f,TRUE,180,180,or,repetition,congruent,5,8
1072,f,TRUE,0,180,or,repetition,incongruent,5,8
625,f,TRUE,180,0,mov,switch,incongruent,5,8
1121,f,FALSE,0,180,mov,repetition,incongruent,5,8
1514,f,FALSE,0,0,or,switch,congruent,5,8
1146,j,TRUE,0,0,or,repetition,congruent,5,8
1045,f,TRUE,0,180,or,repetition,incongruent,5,8
678,j,TRUE,180,0,or,repetition,incongruent,5,8
488,j,TRUE,0,0,mov,null,congruent,5,9
710,j,TRUE,0,0,or,switch,congruent,5,9
652,j,TRUE,0,0,mov,switch,congruent,5,9
483,j,TRUE,0,0,mov,repetition,congruent,5,9
997,f,TRUE,180,180,or,switch,congruent,5,9
744,j,TRUE,0,0,or,repetition,congruent,5,9
1210,j,FALSE,0,180,or,repetition,incongruent,5,9
695,f,TRUE,180,180,or,repetition,congruent,5,9
548,j,TRUE,0,0,mov,switch,congruent,5,9
495,f,TRUE,180,180,mov,repetition,congruent,5,9
697,f,FALSE,0,180,mov,repetition,incongruent,5,9
979,f,TRUE,0,180,or,switch,incongruent,5,9
999,j,TRUE,180,0,or,repetition,incongruent,5,9
600,j,TRUE,0,0,mov,switch,congruent,5,9
1259,j,TRUE,0,0,or,switch,congruent,5,9
563,f,TRUE,0,180,or,repetition,incongruent,5,9
580,f,TRUE,180,0,mov,switch,incongruent,5,9
621,f,TRUE,180,180,or,switch,congruent,5,9
714,j,TRUE,180,0,or,repetition,incongruent,5,9
729,j,TRUE,180,0,or,repetition,incongruent,5,9
479,f,TRUE,180,0,mov,switch,incongruent,5,9
617,j,TRUE,0,0,or,switch,congruent,5,9
727,f,TRUE,180,180,or,repetition,congruent,5,9
775,j,FALSE,0,180,or,repetition,incongruent,5,9
496,j,TRUE,0,180,mov,switch,incongruent,5,9
755,j,TRUE,0,0,mov,repetition,congruent,5,9
1232,f,TRUE,0,180,or,switch,incongruent,5,9
1434,j,TRUE,0,0,mov,switch,congruent,5,9
694,f,TRUE,180,180,or,switch,congruent,5,9
975,f,TRUE,180,180,or,repetition,congruent,5,9
909,j,TRUE,0,0,or,repetition,congruent,5,9
499,j,TRUE,0,0,mov,switch,congruent,5,9
916,j,TRUE,0,180,mov,repetition,incongruent,5,9
513,f,TRUE,180,0,mov,repetition,incongruent,5,9
582,f,TRUE,180,0,mov,repetition,incongruent,5,9
676,j,TRUE,0,0,or,switch,congruent,5,9
962,f,FALSE,0,0,or,repetition,congruent,5,9
639,j,TRUE,0,180,mov,switch,incongruent,5,9
1057,j,TRUE,0,180,mov,repetition,incongruent,5,9
1026,j,TRUE,180,0,or,switch,incongruent,5,9
493,f,TRUE,180,180,mov,switch,congruent,5,9
667,f,TRUE,180,0,mov,repetition,incongruent,5,9
872,j,TRUE,0,0,or,switch,congruent,5,9
621,j,TRUE,0,180,mov,switch,incongruent,5,9
1087,f,TRUE,180,180,mov,repetition,congruent,5,9
942,f,TRUE,0,180,or,switch,incongruent,5,9
597,f,TRUE,180,180,mov,switch,congruent,5,9
1196,j,TRUE,0,0,or,switch,congruent,5,9
1015,j,TRUE,0,0,mov,switch,congruent,5,9
728,f,TRUE,180,180,mov,repetition,congruent,5,9
1302,j,FALSE,180,0,mov,repetition,incongruent,5,9
1277,f,TRUE,180,180,mov,repetition,congruent,5,9
796,f,TRUE,180,180,mov,repetition,congruent,5,9
798,f,TRUE,180,0,mov,repetition,incongruent,5,9
1007,f,TRUE,180,0,mov,repetition,incongruent,5,9
962,j,TRUE,0,0,or,switch,congruent,5,9
855,j,TRUE,0,180,mov,switch,incongruent,5,9
664,f,FALSE,180,0,or,switch,incongruent,5,9
768,f,TRUE,180,180,mov,switch,congruent,5,9
871,j,TRUE,0,180,mov,repetition,incongruent,5,9
683,j,TRUE,0,0,mov,repetition,congruent,5,9
814,j,TRUE,180,0,or,switch,incongruent,5,9
795,f,TRUE,180,180,or,repetition,congruent,5,9
719,f,TRUE,180,0,mov,switch,incongruent,5,9
906,f,TRUE,180,0,mov,repetition,incongruent,5,9
1448,j,FALSE,180,180,or,switch,congruent,5,9
1301,j,TRUE,0,180,mov,switch,incongruent,5,9
767,f,TRUE,180,180,or,switch,congruent,5,9
842,j,TRUE,0,0,or,repetition,congruent,5,9
1315,j,TRUE,0,0,or,repetition,congruent,5,9
1001,f,FALSE,180,0,or,repetition,incongruent,5,9
1302,j,TRUE,180,0,or,repetition,incongruent,5,9
1038,j,FALSE,0,180,or,repetition,incongruent,5,9
514,f,TRUE,180,0,mov,switch,incongruent,5,9
1266,j,TRUE,180,0,or,switch,incongruent,5,9
817,f,TRUE,180,180,or,repetition,congruent,5,9
702,f,TRUE,180,180,mov,switch,congruent,5,9
740,f,TRUE,0,180,or,switch,incongruent,5,9
583,j,TRUE,0,180,mov,switch,incongruent,5,9
981,f,TRUE,180,180,mov,repetition,congruent,5,9
775,f,TRUE,0,180,or,switch,incongruent,5,9
588,j,TRUE,180,0,or,repetition,incongruent,5,9
655,j,TRUE,0,180,mov,switch,incongruent,5,9
801,f,TRUE,180,180,mov,repetition,congruent,5,9
678,j,TRUE,0,180,mov,repetition,incongruent,5,9
791,f,TRUE,180,180,mov,repetition,congruent,5,9
681,j,TRUE,0,0,mov,repetition,congruent,5,9
936,f,TRUE,180,180,or,switch,congruent,5,9
970,f,TRUE,0,180,or,repetition,incongruent,5,9
798,f,TRUE,0,180,or,repetition,incongruent,5,9
879,f,TRUE,180,180,or,repetition,congruent,5,9
548,j,TRUE,0,0,mov,switch,congruent,5,9
773,j,TRUE,180,0,or,switch,incongruent,5,9
1161,f,TRUE,180,0,mov,switch,incongruent,5,9
997,f,TRUE,0,180,or,switch,incongruent,5,9
634,j,TRUE,180,0,or,repetition,incongruent,5,9
897,j,TRUE,180,0,or,null,incongruent,5,10
635,j,TRUE,0,0,mov,switch,congruent,5,10
709,f,TRUE,180,180,or,switch,congruent,5,10
949,j,TRUE,180,0,or,repetition,incongruent,5,10
523,j,TRUE,0,0,mov,switch,congruent,5,10
1080,f,TRUE,0,180,or,switch,incongruent,5,10
869,f,TRUE,0,180,or,repetition,incongruent,5,10
883,j,TRUE,180,0,or,repetition,incongruent,5,10
872,f,TRUE,180,180,mov,switch,congruent,5,10
755,j,TRUE,0,0,mov,repetition,congruent,5,10
875,f,TRUE,180,180,or,switch,congruent,5,10
1239,j,FALSE,180,180,or,repetition,congruent,5,10
713,j,TRUE,0,0,or,repetition,congruent,5,10
801,f,TRUE,180,180,or,repetition,congruent,5,10
435,j,TRUE,0,180,mov,switch,incongruent,5,10
677,j,TRUE,0,180,mov,repetition,incongruent,5,10
1031,j,TRUE,0,0,or,switch,congruent,5,10
505,f,TRUE,180,180,mov,switch,congruent,5,10
792,j,TRUE,180,0,or,switch,incongruent,5,10
537,f,TRUE,180,180,mov,switch,congruent,5,10
602,f,TRUE,180,0,mov,repetition,incongruent,5,10
528,f,TRUE,180,180,mov,repetition,congruent,5,10
821,f,TRUE,180,180,or,switch,congruent,5,10
484,j,TRUE,0,180,mov,switch,incongruent,5,10
678,j,TRUE,0,0,mov,repetition,congruent,5,10
486,j,TRUE,0,0,mov,repetition,congruent,5,10
564,f,TRUE,180,0,mov,repetition,incongruent,5,10
604,f,TRUE,0,180,or,switch,incongruent,5,10
924,f,TRUE,180,180,or,repetition,congruent,5,10
884,j,TRUE,180,0,or,repetition,incongruent,5,10
733,f,TRUE,0,180,or,repetition,incongruent,5,10
651,f,TRUE,180,180,or,repetition,congruent,5,10
247,j,FALSE,180,180,mov,switch,congruent,5,10
1137,f,TRUE,180,180,mov,repetition,congruent,5,10
539,j,TRUE,0,0,mov,repetition,congruent,5,10
712,j,TRUE,180,0,or,switch,incongruent,5,10
547,f,TRUE,180,0,mov,switch,incongruent,5,10
553,j,TRUE,0,180,mov,repetition,incongruent,5,10
1024,j,TRUE,0,0,or,switch,congruent,5,10
